date,week day,Month,TMAX,TMIN,holiday
2/10/2015,Tuesday,February,40,26,No Holiday
2/11/2015,Wednesday,February,34,22,No Holiday
2/12/2015,Thursday,February,40,16,No Holiday
2/13/2015,Friday,February,21,8,No Holiday
2/14/2015,Saturday,February,32,16,No Holiday
2/15/2015,Sunday,February,25,4,No Holiday
2/16/2015,Monday,February,21,3,holiday
2/17/2015,Tuesday,February,27,14,No Holiday
2/18/2015,Wednesday,February,33,19,No Holiday
2/19/2015,Thursday,February,27,8,No Holiday
2/20/2015,Friday,February,19,2,No Holiday
2/21/2015,Saturday,February,32,13,No Holiday
2/22/2015,Sunday,February,43,32,No Holiday
2/23/2015,Monday,February,38,8,No Holiday
2/24/2015,Tuesday,February,24,4,No Holiday
2/25/2015,Wednesday,February,37,20,No Holiday
2/26/2015,Thursday,February,32,21,No Holiday
2/27/2015,Friday,February,30,18,No Holiday
2/28/2015,Saturday,February,29,13,No Holiday
3/1/2015,Sunday,March,31,24,No Holiday
3/2/2015,Monday,March,39,27,No Holiday
3/3/2015,Tuesday,March,37,22,No Holiday
3/4/2015,Wednesday,March,45,35,No Holiday
3/5/2015,Thursday,March,40,19,No Holiday
3/6/2015,Friday,March,27,12,No Holiday
3/7/2015,Saturday,March,38,18,No Holiday
3/8/2015,Sunday,March,49,37,No Holiday
3/9/2015,Monday,March,54,40,No Holiday
3/10/2015,Tuesday,March,53,39,No Holiday
3/11/2015,Wednesday,March,59,44,No Holiday
3/12/2015,Thursday,March,47,36,No Holiday
3/13/2015,Friday,March,43,31,No Holiday
3/14/2015,Saturday,March,51,40,No Holiday
3/15/2015,Sunday,March,44,36,No Holiday
3/16/2015,Monday,March,52,35,No Holiday
3/17/2015,Tuesday,March,57,34,No Holiday
3/18/2015,Wednesday,March,39,29,No Holiday
3/19/2015,Thursday,March,43,29,No Holiday
3/20/2015,Friday,March,38,29,No Holiday
3/21/2015,Saturday,March,47,29,No Holiday
3/22/2015,Sunday,March,43,28,No Holiday
3/23/2015,Monday,March,38,23,No Holiday
3/24/2015,Tuesday,March,45,26,No Holiday
3/25/2015,Wednesday,March,49,34,No Holiday
3/26/2015,Thursday,March,62,42,No Holiday
3/27/2015,Friday,March,46,39,No Holiday
3/28/2015,Saturday,March,40,26,No Holiday
3/29/2015,Sunday,March,46,25,No Holiday
3/30/2015,Monday,March,54,36,No Holiday
3/31/2015,Tuesday,March,47,35,No Holiday
4/1/2015,Wednesday,April,51,32,No Holiday
4/2/2015,Thursday,April,67,41,No Holiday
4/3/2015,Friday,April,64,59,No Holiday
4/4/2015,Saturday,April,60,42,No Holiday
4/5/2015,Sunday,April,61,42,No Holiday
4/6/2015,Monday,April,63,42,No Holiday
4/7/2015,Tuesday,April,62,42,No Holiday
4/8/2015,Wednesday,April,45,37,No Holiday
4/9/2015,Thursday,April,43,37,No Holiday
4/10/2015,Friday,April,56,39,No Holiday
4/11/2015,Saturday,April,57,44,No Holiday
4/12/2015,Sunday,April,66,43,No Holiday
4/13/2015,Monday,April,68,50,No Holiday
4/14/2015,Tuesday,April,65,55,No Holiday
4/15/2015,Wednesday,April,72,51,No Holiday
4/16/2015,Thursday,April,64,52,No Holiday
4/17/2015,Friday,April,71,55,No Holiday
4/18/2015,Saturday,April,80,59,No Holiday
4/19/2015,Sunday,April,64,48,No Holiday
4/20/2015,Monday,April,57,46,No Holiday
4/21/2015,Tuesday,April,65,52,No Holiday
4/22/2015,Wednesday,April,69,48,No Holiday
4/23/2015,Thursday,April,52,41,No Holiday
4/24/2015,Friday,April,52,39,No Holiday
4/25/2015,Saturday,April,62,38,No Holiday
4/26/2015,Sunday,April,64,46,No Holiday
4/27/2015,Monday,April,62,49,No Holiday
4/28/2015,Tuesday,April,71,50,No Holiday
4/29/2015,Wednesday,April,78,50,No Holiday
4/30/2015,Thursday,April,67,48,No Holiday
5/1/2015,Friday,May,63,49,No Holiday
5/2/2015,Saturday,May,74,48,No Holiday
5/3/2015,Sunday,May,80,51,No Holiday
5/4/2015,Monday,May,85,57,No Holiday
5/5/2015,Tuesday,May,85,66,No Holiday
5/6/2015,Wednesday,May,73,59,No Holiday
5/7/2015,Thursday,May,80,56,No Holiday
5/8/2015,Friday,May,82,56,No Holiday
5/9/2015,Saturday,May,70,57,No Holiday
5/10/2015,Sunday,May,83,61,No Holiday
5/11/2015,Monday,May,84,70,No Holiday
5/12/2015,Tuesday,May,86,64,No Holiday
5/13/2015,Wednesday,May,70,53,No Holiday
5/14/2015,Thursday,May,73,50,No Holiday
5/15/2015,Friday,May,75,55,No Holiday
5/16/2015,Saturday,May,75,57,No Holiday
5/17/2015,Sunday,May,83,64,No Holiday
5/18/2015,Monday,May,75,60,No Holiday
5/19/2015,Tuesday,May,80,59,No Holiday
5/20/2015,Wednesday,May,67,54,No Holiday
5/21/2015,Thursday,May,62,52,No Holiday
5/22/2015,Friday,May,74,55,No Holiday
5/23/2015,Saturday,May,70,49,No Holiday
5/24/2015,Sunday,May,81,56,No Holiday
5/25/2015,Monday,May,85,64,holiday
5/26/2015,Tuesday,May,88,67,No Holiday
5/27/2015,Wednesday,May,85,70,No Holiday
5/28/2015,Thursday,May,85,70,No Holiday
5/29/2015,Friday,May,85,65,No Holiday
5/30/2015,Saturday,May,85,67,No Holiday
5/31/2015,Sunday,May,87,57,No Holiday
6/1/2015,Monday,June,58,51,No Holiday
6/2/2015,Tuesday,June,55,50,No Holiday
6/3/2015,Wednesday,June,70,52,No Holiday
6/4/2015,Thursday,June,65,54,No Holiday
6/5/2015,Friday,June,70,55,No Holiday
6/6/2015,Saturday,June,76,60,No Holiday
6/7/2015,Sunday,June,74,55,No Holiday
6/8/2015,Monday,June,79,63,No Holiday
6/9/2015,Tuesday,June,83,68,No Holiday
6/10/2015,Wednesday,June,82,65,No Holiday
6/11/2015,Thursday,June,89,72,No Holiday
6/12/2015,Friday,June,88,73,No Holiday
6/13/2015,Saturday,June,86,72,No Holiday
6/14/2015,Sunday,June,88,66,No Holiday
6/15/2015,Monday,June,83,64,No Holiday
6/16/2015,Tuesday,June,79,65,No Holiday
6/17/2015,Wednesday,June,82,66,No Holiday
6/18/2015,Thursday,June,71,64,No Holiday
6/19/2015,Friday,June,87,68,No Holiday
6/20/2015,Saturday,June,75,64,No Holiday
6/21/2015,Sunday,June,88,71,No Holiday
6/22/2015,Monday,June,87,70,No Holiday
6/23/2015,Tuesday,June,90,75,No Holiday
6/24/2015,Wednesday,June,84,68,No Holiday
6/25/2015,Thursday,June,83,65,No Holiday
6/26/2015,Friday,June,81,69,No Holiday
6/27/2015,Saturday,June,71,58,No Holiday
6/28/2015,Sunday,June,73,62,No Holiday
6/29/2015,Monday,June,76,63,No Holiday
6/30/2015,Tuesday,June,82,68,No Holiday
7/1/2015,Wednesday,July,82,69,No Holiday
7/2/2015,Thursday,July,80,69,No Holiday
7/3/2015,Friday,July,82,66,No Holiday
7/4/2015,Saturday,July,75,69,holiday
7/5/2015,Sunday,July,83,68,No Holiday
7/6/2015,Monday,July,83,72,No Holiday
7/7/2015,Tuesday,July,88,75,No Holiday
7/8/2015,Wednesday,July,88,77,No Holiday
7/9/2015,Thursday,July,79,68,No Holiday
7/10/2015,Friday,July,84,72,No Holiday
7/11/2015,Saturday,July,88,69,No Holiday
7/12/2015,Sunday,July,89,72,No Holiday
7/13/2015,Monday,July,88,73,No Holiday
7/14/2015,Tuesday,July,82,73,No Holiday
7/15/2015,Wednesday,July,81,72,No Holiday
7/16/2015,Thursday,July,80,64,No Holiday
7/17/2015,Friday,July,81,67,No Holiday
7/18/2015,Saturday,July,85,71,No Holiday
7/19/2015,Sunday,July,93,78,No Holiday
7/20/2015,Monday,July,94,82,No Holiday
7/21/2015,Tuesday,July,89,74,No Holiday
7/22/2015,Wednesday,July,85,69,No Holiday
7/23/2015,Thursday,July,86,68,No Holiday
7/24/2015,Friday,July,87,70,No Holiday
7/25/2015,Saturday,July,88,69,No Holiday
7/26/2015,Sunday,July,90,74,No Holiday
7/27/2015,Monday,July,86,71,No Holiday
7/28/2015,Tuesday,July,95,75,No Holiday
7/29/2015,Wednesday,July,96,78,No Holiday
7/30/2015,Thursday,July,87,76,No Holiday
7/31/2015,Friday,July,89,72,No Holiday
8/1/2015,Saturday,August,89,75,No Holiday
8/2/2015,Sunday,August,89,71,No Holiday
8/3/2015,Monday,August,90,75,No Holiday
8/4/2015,Tuesday,August,89,69,No Holiday
8/5/2015,Wednesday,August,87,72,No Holiday
8/6/2015,Thursday,August,83,67,No Holiday
8/7/2015,Friday,August,84,69,No Holiday
8/8/2015,Saturday,August,82,68,No Holiday
8/9/2015,Sunday,August,85,68,No Holiday
8/10/2015,Monday,August,84,70,No Holiday
8/11/2015,Tuesday,August,81,71,No Holiday
8/12/2015,Wednesday,August,85,71,No Holiday
8/13/2015,Thursday,August,83,67,No Holiday
8/14/2015,Friday,August,88,67,No Holiday
8/15/2015,Saturday,August,92,73,No Holiday
8/16/2015,Sunday,August,93,76,No Holiday
8/17/2015,Monday,August,95,78,No Holiday
8/18/2015,Tuesday,August,90,73,No Holiday
8/19/2015,Wednesday,August,87,77,No Holiday
8/20/2015,Thursday,August,86,77,No Holiday
8/21/2015,Friday,August,87,71,No Holiday
8/22/2015,Saturday,August,86,69,No Holiday
8/23/2015,Sunday,August,85,70,No Holiday
8/24/2015,Monday,August,87,73,No Holiday
8/25/2015,Tuesday,August,90,73,No Holiday
8/26/2015,Wednesday,August,85,67,No Holiday
8/27/2015,Thursday,August,82,67,No Holiday
8/28/2015,Friday,August,82,63,No Holiday
8/29/2015,Saturday,August,87,67,No Holiday
8/30/2015,Sunday,August,90,72,No Holiday
8/31/2015,Monday,August,91,76,No Holiday
9/1/2015,Tuesday,September,90,76,No Holiday
9/2/2015,Wednesday,September,91,74,No Holiday
9/3/2015,Thursday,September,93,74,No Holiday
9/4/2015,Friday,September,85,72,No Holiday
9/5/2015,Saturday,September,83,67,No Holiday
9/6/2015,Sunday,September,87,65,No Holiday
9/7/2015,Monday,September,92,70,holiday
9/8/2015,Tuesday,September,97,76,No Holiday
9/9/2015,Wednesday,September,90,76,No Holiday
9/10/2015,Thursday,September,79,70,No Holiday
9/11/2015,Friday,September,81,66,No Holiday
9/12/2015,Saturday,September,79,69,No Holiday
9/13/2015,Sunday,September,80,62,No Holiday
9/14/2015,Monday,September,77,59,No Holiday
9/15/2015,Tuesday,September,84,62,No Holiday
9/16/2015,Wednesday,September,88,66,No Holiday
9/17/2015,Thursday,September,89,68,No Holiday
9/18/2015,Friday,September,87,68,No Holiday
9/19/2015,Saturday,September,83,68,No Holiday
9/20/2015,Sunday,September,79,64,No Holiday
9/21/2015,Monday,September,73,59,No Holiday
9/22/2015,Tuesday,September,71,62,No Holiday
9/23/2015,Wednesday,September,80,59,No Holiday
9/24/2015,Thursday,September,82,60,No Holiday
9/25/2015,Friday,September,76,63,No Holiday
9/26/2015,Saturday,September,72,61,No Holiday
9/27/2015,Sunday,September,71,56,No Holiday
9/28/2015,Monday,September,78,65,No Holiday
9/29/2015,Tuesday,September,83,72,No Holiday
9/30/2015,Wednesday,September,79,59,No Holiday
10/1/2015,Thursday,October,64,56,No Holiday
10/2/2015,Friday,October,57,48,No Holiday
10/3/2015,Saturday,October,55,49,No Holiday
10/4/2015,Sunday,October,63,53,No Holiday
10/5/2015,Monday,October,67,52,No Holiday
10/6/2015,Tuesday,October,73,52,No Holiday
10/7/2015,Wednesday,October,73,58,No Holiday
10/8/2015,Thursday,October,72,59,No Holiday
10/9/2015,Friday,October,78,61,No Holiday
10/10/2015,Saturday,October,65,50,No Holiday
10/11/2015,Sunday,October,69,53,No Holiday
10/12/2015,Monday,October,77,56,holiday
10/13/2015,Tuesday,October,72,61,No Holiday
10/14/2015,Wednesday,October,69,57,No Holiday
10/15/2015,Thursday,October,64,51,No Holiday
10/16/2015,Friday,October,64,53,No Holiday
10/17/2015,Saturday,October,56,42,No Holiday
10/18/2015,Sunday,October,50,38,No Holiday
10/19/2015,Monday,October,53,35,No Holiday
10/20/2015,Tuesday,October,70,48,No Holiday
10/21/2015,Wednesday,October,76,57,No Holiday
10/22/2015,Thursday,October,75,58,No Holiday
10/23/2015,Friday,October,65,45,No Holiday
10/24/2015,Saturday,October,57,40,No Holiday
10/25/2015,Sunday,October,68,48,No Holiday
10/26/2015,Monday,October,58,46,No Holiday
10/27/2015,Tuesday,October,59,45,No Holiday
10/28/2015,Wednesday,October,69,53,No Holiday
10/29/2015,Thursday,October,73,57,No Holiday
10/30/2015,Friday,October,61,48,No Holiday
10/31/2015,Saturday,October,56,42,No Holiday
11/1/2015,Sunday,November,65,54,No Holiday
11/2/2015,Monday,November,63,54,No Holiday
11/3/2015,Tuesday,November,72,48,No Holiday
11/4/2015,Wednesday,November,70,56,No Holiday
11/5/2015,Thursday,November,71,56,No Holiday
11/6/2015,Friday,November,74,66,No Holiday
11/7/2015,Saturday,November,72,53,No Holiday
11/8/2015,Sunday,November,56,46,No Holiday
11/9/2015,Monday,November,59,43,No Holiday
11/10/2015,Tuesday,November,57,51,No Holiday
11/11/2015,Wednesday,November,58,49,holiday
11/12/2015,Thursday,November,61,51,No Holiday
11/13/2015,Friday,November,58,46,No Holiday
11/14/2015,Saturday,November,49,42,No Holiday
11/15/2015,Sunday,November,58,39,No Holiday
11/16/2015,Monday,November,67,51,No Holiday
11/17/2015,Tuesday,November,52,40,No Holiday
11/18/2015,Wednesday,November,58,46,No Holiday
11/19/2015,Thursday,November,64,57,No Holiday
11/20/2015,Friday,November,64,46,No Holiday
11/21/2015,Saturday,November,53,42,No Holiday
11/22/2015,Sunday,November,55,42,No Holiday
11/23/2015,Monday,November,44,33,No Holiday
11/24/2015,Tuesday,November,46,32,No Holiday
11/25/2015,Wednesday,November,50,36,No Holiday
11/26/2015,Thursday,November,60,41,holiday
11/27/2015,Friday,November,64,51,No Holiday
11/28/2015,Saturday,November,64,45,No Holiday
11/29/2015,Sunday,November,49,38,No Holiday
11/30/2015,Monday,November,47,33,No Holiday
12/1/2015,Tuesday,December,51,44,No Holiday
12/2/2015,Wednesday,December,57,46,No Holiday
12/3/2015,Thursday,December,55,44,No Holiday
12/4/2015,Friday,December,51,42,No Holiday
12/5/2015,Saturday,December,51,40,No Holiday
12/6/2015,Sunday,December,53,39,No Holiday
12/7/2015,Monday,December,54,42,No Holiday
12/8/2015,Tuesday,December,49,41,No Holiday
12/9/2015,Wednesday,December,55,40,No Holiday
12/10/2015,Thursday,December,60,51,No Holiday
12/11/2015,Friday,December,61,50,No Holiday
12/12/2015,Saturday,December,66,55,No Holiday
12/13/2015,Sunday,December,67,55,No Holiday
12/14/2015,Monday,December,67,53,No Holiday
12/15/2015,Tuesday,December,68,53,No Holiday
12/16/2015,Wednesday,December,53,46,No Holiday
12/17/2015,Thursday,December,59,50,No Holiday
12/18/2015,Friday,December,57,38,No Holiday
12/19/2015,Saturday,December,40,35,No Holiday
12/20/2015,Sunday,December,43,34,No Holiday
12/21/2015,Monday,December,56,39,No Holiday
12/22/2015,Tuesday,December,62,53,No Holiday
12/23/2015,Wednesday,December,64,52,No Holiday
12/24/2015,Thursday,December,72,63,No Holiday
12/25/2015,Friday,December,66,57,holiday
12/26/2015,Saturday,December,59,47,No Holiday
12/27/2015,Sunday,December,61,46,No Holiday
12/28/2015,Monday,December,46,34,No Holiday
12/29/2015,Tuesday,December,46,34,No Holiday
12/30/2015,Wednesday,December,48,38,No Holiday
12/31/2015,Thursday,December,48,42,No Holiday
1/1/2016,Friday,January ,42,34,holiday
1/2/2016,Saturday,January ,40,32,No Holiday
1/3/2016,Sunday,January ,45,35,No Holiday
1/4/2016,Monday,January ,36,14,No Holiday
1/5/2016,Tuesday,January ,29,11,No Holiday
1/6/2016,Wednesday,January ,41,25,No Holiday
1/7/2016,Thursday,January ,46,31,No Holiday
1/8/2016,Friday,January ,46,31,No Holiday
1/9/2016,Saturday,January ,47,40,No Holiday
1/10/2016,Sunday,January ,59,40,No Holiday
1/11/2016,Monday,January ,40,26,No Holiday
1/12/2016,Tuesday,January ,44,25,No Holiday
1/13/2016,Wednesday,January ,30,22,No Holiday
1/14/2016,Thursday,January ,38,22,No Holiday
1/15/2016,Friday,January ,51,34,No Holiday
1/16/2016,Saturday,January ,52,42,No Holiday
1/17/2016,Sunday,January ,42,30,No Holiday
1/18/2016,Monday,January ,31,18,holiday
1/19/2016,Tuesday,January ,28,16,No Holiday
1/20/2016,Wednesday,January ,37,27,No Holiday
1/21/2016,Thursday,January ,36,26,No Holiday
1/22/2016,Friday,January ,30,21,No Holiday
1/23/2016,Saturday,January ,27,24,No Holiday
1/24/2016,Sunday,January ,35,20,No Holiday
1/25/2016,Monday,January ,39,28,No Holiday
1/26/2016,Tuesday,January ,48,38,No Holiday
1/27/2016,Wednesday,January ,47,34,No Holiday
1/28/2016,Thursday,January ,42,32,No Holiday
1/29/2016,Friday,January ,41,30,No Holiday
1/30/2016,Saturday,January ,39,28,No Holiday
1/31/2016,Sunday,January ,56,36,No Holiday
2/1/2016,Monday,February,59,44,No Holiday
2/2/2016,Tuesday,February,50,38,No Holiday
2/3/2016,Wednesday,February,59,42,No Holiday
2/4/2016,Thursday,February,59,44,No Holiday
2/5/2016,Friday,February,44,31,No Holiday
2/6/2016,Saturday,February,40,30,No Holiday
2/7/2016,Sunday,February,47,33,No Holiday
2/8/2016,Monday,February,39,28,No Holiday
2/9/2016,Tuesday,February,36,27,No Holiday
2/10/2016,Wednesday,February,39,31,No Holiday
2/11/2016,Thursday,February,31,18,No Holiday
2/12/2016,Friday,February,27,15,No Holiday
2/13/2016,Saturday,February,22,6,No Holiday
2/14/2016,Sunday,February,15,-1,No Holiday
2/15/2016,Monday,February,35,13,holiday
2/16/2016,Tuesday,February,54,35,No Holiday
2/17/2016,Wednesday,February,39,35,No Holiday
2/18/2016,Thursday,February,36,27,No Holiday
2/19/2016,Friday,February,39,24,No Holiday
2/20/2016,Saturday,February,61,39,No Holiday
2/21/2016,Sunday,February,55,44,No Holiday
2/22/2016,Monday,February,52,38,No Holiday
2/23/2016,Tuesday,February,40,35,No Holiday
2/24/2016,Wednesday,February,60,36,No Holiday
2/25/2016,Thursday,February,61,37,No Holiday
2/26/2016,Friday,February,39,27,No Holiday
2/27/2016,Saturday,February,41,26,No Holiday
2/28/2016,Sunday,February,60,38,No Holiday
2/29/2016,Monday,February,61,47,No Holiday
3/1/2016,Tuesday,March,52,39,No Holiday
3/2/2016,Wednesday,March,55,29,No Holiday
3/3/2016,Thursday,March,36,26,No Holiday
3/4/2016,Friday,March,39,30,No Holiday
3/5/2016,Saturday,March,41,28,No Holiday
3/6/2016,Sunday,March,44,32,No Holiday
3/7/2016,Monday,March,60,36,No Holiday
3/8/2016,Tuesday,March,67,47,No Holiday
3/9/2016,Wednesday,March,77,44,No Holiday
3/10/2016,Thursday,March,79,63,No Holiday
3/11/2016,Friday,March,68,48,No Holiday
3/12/2016,Saturday,March,59,40,No Holiday
3/13/2016,Sunday,March,62,50,No Holiday
3/14/2016,Monday,March,51,40,No Holiday
3/15/2016,Tuesday,March,57,44,No Holiday
3/16/2016,Wednesday,March,65,48,No Holiday
3/17/2016,Thursday,March,63,45,No Holiday
3/18/2016,Friday,March,57,42,No Holiday
3/19/2016,Saturday,March,46,36,No Holiday
3/20/2016,Sunday,March,43,32,No Holiday
3/21/2016,Monday,March,50,32,No Holiday
3/22/2016,Tuesday,March,56,35,No Holiday
3/23/2016,Wednesday,March,71,48,No Holiday
3/24/2016,Thursday,March,55,44,No Holiday
3/25/2016,Friday,March,72,44,No Holiday
3/26/2016,Saturday,March,55,38,No Holiday
3/27/2016,Sunday,March,55,43,No Holiday
3/28/2016,Monday,March,62,42,No Holiday
3/29/2016,Tuesday,March,53,40,No Holiday
3/30/2016,Wednesday,March,56,37,No Holiday
3/31/2016,Thursday,March,73,49,No Holiday
4/1/2016,Friday,April,79,61,No Holiday
4/2/2016,Saturday,April,61,49,No Holiday
4/3/2016,Sunday,April,50,34,No Holiday
4/4/2016,Monday,April,45,29,No Holiday
4/5/2016,Tuesday,April,43,26,No Holiday
4/6/2016,Wednesday,April,48,30,No Holiday
4/7/2016,Thursday,April,58,48,No Holiday
4/8/2016,Friday,April,50,40,No Holiday
4/9/2016,Saturday,April,43,36,No Holiday
4/10/2016,Sunday,April,50,31,No Holiday
4/11/2016,Monday,April,65,43,No Holiday
4/12/2016,Tuesday,April,59,45,No Holiday
4/13/2016,Wednesday,April,58,40,No Holiday
4/14/2016,Thursday,April,62,43,No Holiday
4/15/2016,Friday,April,65,42,No Holiday
4/16/2016,Saturday,April,68,43,No Holiday
4/17/2016,Sunday,April,75,44,No Holiday
4/18/2016,Monday,April,82,51,No Holiday
4/19/2016,Tuesday,April,73,55,No Holiday
4/20/2016,Wednesday,April,69,49,No Holiday
4/21/2016,Thursday,April,73,49,No Holiday
4/22/2016,Friday,April,79,62,No Holiday
4/23/2016,Saturday,April,71,54,No Holiday
4/24/2016,Sunday,April,68,47,No Holiday
4/25/2016,Monday,April,69,50,No Holiday
4/26/2016,Tuesday,April,60,47,No Holiday
4/27/2016,Wednesday,April,62,46,No Holiday
4/28/2016,Thursday,April,59,48,No Holiday
4/29/2016,Friday,April,58,45,No Holiday
4/30/2016,Saturday,April,65,46,No Holiday
5/1/2016,Sunday,May,51,45,No Holiday
5/2/2016,Monday,May,60,45,No Holiday
5/3/2016,Tuesday,May,56,51,No Holiday
5/4/2016,Wednesday,May,52,48,No Holiday
5/5/2016,Thursday,May,57,46,No Holiday
5/6/2016,Friday,May,54,48,No Holiday
5/7/2016,Saturday,May,60,48,No Holiday
5/8/2016,Sunday,May,66,49,No Holiday
5/9/2016,Monday,May,72,52,No Holiday
5/10/2016,Tuesday,May,63,50,No Holiday
5/11/2016,Wednesday,May,76,50,No Holiday
5/12/2016,Thursday,May,80,56,No Holiday
5/13/2016,Friday,May,65,57,No Holiday
5/14/2016,Saturday,May,73,56,No Holiday
5/15/2016,Sunday,May,59,46,No Holiday
5/16/2016,Monday,May,66,43,No Holiday
5/17/2016,Tuesday,May,64,52,No Holiday
5/18/2016,Wednesday,May,68,52,No Holiday
5/19/2016,Thursday,May,73,54,No Holiday
5/20/2016,Friday,May,76,53,No Holiday
5/21/2016,Saturday,May,66,54,No Holiday
5/22/2016,Sunday,May,70,52,No Holiday
5/23/2016,Monday,May,78,56,No Holiday
5/24/2016,Tuesday,May,73,58,No Holiday
5/25/2016,Wednesday,May,88,61,No Holiday
5/26/2016,Thursday,May,90,69,No Holiday
5/27/2016,Friday,May,87,73,No Holiday
5/28/2016,Saturday,May,92,71,No Holiday
5/29/2016,Sunday,May,87,70,No Holiday
5/30/2016,Monday,May,82,68,holiday
5/31/2016,Tuesday,May,85,71,No Holiday
6/1/2016,Wednesday,June,83,66,No Holiday
6/2/2016,Thursday,June,78,62,No Holiday
6/3/2016,Friday,June,70,63,No Holiday
6/4/2016,Saturday,June,83,66,No Holiday
6/5/2016,Sunday,June,71,65,No Holiday
6/6/2016,Monday,June,83,65,No Holiday
6/7/2016,Tuesday,June,85,64,No Holiday
6/8/2016,Wednesday,June,67,52,No Holiday
6/9/2016,Thursday,June,71,54,No Holiday
6/10/2016,Friday,June,77,57,No Holiday
6/11/2016,Saturday,June,88,59,No Holiday
6/12/2016,Sunday,June,83,62,No Holiday
6/13/2016,Monday,June,74,57,No Holiday
6/14/2016,Tuesday,June,79,58,No Holiday
6/15/2016,Wednesday,June,85,62,No Holiday
6/16/2016,Thursday,June,74,65,No Holiday
6/17/2016,Friday,June,78,63,No Holiday
6/18/2016,Saturday,June,87,61,No Holiday
6/19/2016,Sunday,June,88,66,No Holiday
6/20/2016,Monday,June,84,64,No Holiday
6/21/2016,Tuesday,June,87,72,No Holiday
6/22/2016,Wednesday,June,86,68,No Holiday
6/23/2016,Thursday,June,83,69,No Holiday
6/24/2016,Friday,June,84,67,No Holiday
6/25/2016,Saturday,June,86,64,No Holiday
6/26/2016,Sunday,June,87,67,No Holiday
6/27/2016,Monday,June,83,67,No Holiday
6/28/2016,Tuesday,June,76,68,No Holiday
6/29/2016,Wednesday,June,83,67,No Holiday
6/30/2016,Thursday,June,85,67,No Holiday
7/1/2016,Friday,July,79,66,No Holiday
7/2/2016,Saturday,July,76,63,No Holiday
7/3/2016,Sunday,July,78,64,No Holiday
7/4/2016,Monday,July,84,66,holiday
7/5/2016,Tuesday,July,86,69,No Holiday
7/6/2016,Wednesday,July,91,75,No Holiday
7/7/2016,Thursday,July,89,77,No Holiday
7/8/2016,Friday,July,86,67,No Holiday
7/9/2016,Saturday,July,72,65,No Holiday
7/10/2016,Sunday,July,80,66,No Holiday
7/11/2016,Monday,July,81,65,No Holiday
7/12/2016,Tuesday,July,82,68,No Holiday
7/13/2016,Wednesday,July,85,71,No Holiday
7/14/2016,Thursday,July,88,73,No Holiday
7/15/2016,Friday,July,88,79,No Holiday
7/16/2016,Saturday,July,90,75,No Holiday
7/17/2016,Sunday,July,89,75,No Holiday
7/18/2016,Monday,July,93,72,No Holiday
7/19/2016,Tuesday,July,83,73,No Holiday
7/20/2016,Wednesday,July,85,68,No Holiday
7/21/2016,Thursday,July,90,71,No Holiday
7/22/2016,Friday,July,94,74,No Holiday
7/23/2016,Saturday,July,96,80,No Holiday
7/24/2016,Sunday,July,94,75,No Holiday
7/25/2016,Monday,July,93,73,No Holiday
7/26/2016,Tuesday,July,89,72,No Holiday
7/27/2016,Wednesday,July,91,74,No Holiday
7/28/2016,Thursday,July,95,75,No Holiday
7/29/2016,Friday,July,85,69,No Holiday
7/30/2016,Saturday,July,84,73,No Holiday
7/31/2016,Sunday,July,78,71,No Holiday
8/1/2016,Monday,August,80,69,No Holiday
8/2/2016,Tuesday,August,79,68,No Holiday
8/3/2016,Wednesday,August,80,66,No Holiday
8/4/2016,Thursday,August,81,67,No Holiday
8/5/2016,Friday,August,83,69,No Holiday
8/6/2016,Saturday,August,87,72,No Holiday
8/7/2016,Sunday,August,86,70,No Holiday
8/8/2016,Monday,August,86,71,No Holiday
8/9/2016,Tuesday,August,87,71,No Holiday
8/10/2016,Wednesday,August,86,75,No Holiday
8/11/2016,Thursday,August,91,74,No Holiday
8/12/2016,Friday,August,93,73,No Holiday
8/13/2016,Saturday,August,96,81,No Holiday
8/14/2016,Sunday,August,94,78,No Holiday
8/15/2016,Monday,August,92,77,No Holiday
8/16/2016,Tuesday,August,87,78,No Holiday
8/17/2016,Wednesday,August,85,77,No Holiday
8/18/2016,Thursday,August,85,72,No Holiday
8/19/2016,Friday,August,88,74,No Holiday
8/20/2016,Saturday,August,83,70,No Holiday
8/21/2016,Sunday,August,86,73,No Holiday
8/22/2016,Monday,August,79,65,No Holiday
8/23/2016,Tuesday,August,82,61,No Holiday
8/24/2016,Wednesday,August,88,68,No Holiday
8/25/2016,Thursday,August,86,69,No Holiday
8/26/2016,Friday,August,90,75,No Holiday
8/27/2016,Saturday,August,89,73,No Holiday
8/28/2016,Sunday,August,89,72,No Holiday
8/29/2016,Monday,August,91,74,No Holiday
8/30/2016,Tuesday,August,86,69,No Holiday
8/31/2016,Wednesday,August,89,74,No Holiday
9/1/2016,Thursday,September,79,69,No Holiday
9/2/2016,Friday,September,81,66,No Holiday
9/3/2016,Saturday,September,75,66,No Holiday
9/4/2016,Sunday,September,80,65,No Holiday
9/5/2016,Monday,September,84,65,holiday
9/6/2016,Tuesday,September,80,71,No Holiday
9/7/2016,Wednesday,September,85,71,No Holiday
9/8/2016,Thursday,September,89,71,No Holiday
9/9/2016,Friday,September,91,75,No Holiday
9/10/2016,Saturday,September,90,74,No Holiday
9/11/2016,Sunday,September,83,67,No Holiday
9/12/2016,Monday,September,78,62,No Holiday
9/13/2016,Tuesday,September,83,64,No Holiday
